pedestrians,towards_manhattan,towards_brooklyn,date,weather,events
0,0,0,2019-06-08,clear-night,nan
327,138,189,2019-09-24,clear-day,nan
48,46,2,2019-03-09,partly-cloudy-night,nan
55,54,1,2019-12-07,clear-night,nan
1275,514,761,2019-12-04,cloudy,nan
3,1,2,2019-07-13,clear-night,nan
1740,927,813,2019-07-03,partly-cloudy-day,nan
281,134,147,2019-05-24,clear-day,nan
7,2,5,2019-01-17,clear-night,nan
8,3,5,2019-10-09,cloudy,nan
24,12,12,2019-01-17,clear-night,nan
294,93,201,2019-01-03,partly-cloudy-day,nan
1077,613,464,2019-06-20,cloudy,nan
1,1,0,2019-03-10,cloudy,Daylight Saving Time starts
711,410,301,2019-08-12,partly-cloudy-day,nan
58,56,2,2019-05-11,partly-cloudy-night,nan
0,0,0,2019-09-29,clear-night,nan
17,14,3,2019-05-23,partly-cloudy-night,nan
0,0,0,2019-12-14,rain,nan
0,0,0,2019-10-28,clear-night,nan
1751,956,795,2019-09-24,partly-cloudy-day,nan
63,18,45,2019-08-20,partly-cloudy-night,nan
13,11,2,2019-12-23,clear-night,nan
0,0,0,2019-05-08,partly-cloudy-night,nan
7,4,3,2019-06-06,cloudy,nan
1870,839,1031,2019-11-28,partly-cloudy-day,Thanksgiving Day
0,0,0,2019-07-04,clear-night,Independence Day
1314,638,676,2019-07-17,clear-day,nan
488,283,205,2019-02-17,clear-day,nan
1553,708,845,2019-11-06,clear-day,nan
13,3,10,2019-08-21,partly-cloudy-night,nan
3243,1483,1760,2019-04-19,partly-cloudy-day,nan
20,10,10,2019-04-22,cloudy,nan
0,0,0,2019-10-17,cloudy,nan
70,66,4,2019-12-26,cloudy,nan
0,0,0,2019-03-15,clear-night,nan
1560,761,799,2019-07-10,partly-cloudy-day,nan
2086,930,1156,2019-12-06,partly-cloudy-day,nan
0,0,0,2019-12-18,clear-night,nan
1487,632,855,2019-11-17,cloudy,nan
450,207,243,2019-11-12,cloudy,nan
1606,697,909,2019-11-17,cloudy,nan
1,0,1,2019-09-04,clear-night,nan
1016,497,519,2019-02-24,cloudy,nan
3,0,3,2019-01-23,clear-night,nan
0,0,0,2019-05-06,partly-cloudy-night,nan
524,240,284,2019-03-26,clear-day,nan
1484,658,826,2019-11-05,cloudy,nan
828,374,454,2019-07-21,partly-cloudy-day,nan
1,0,1,2019-10-06,partly-cloudy-night,nan
914,372,542,2019-05-19,partly-cloudy-day,nan
2895,1249,1646,2019-07-13,clear-day,nan
165,89,76,2019-09-18,partly-cloudy-night,nan
270,114,156,2019-05-21,partly-cloudy-day,nan
573,290,283,2019-08-28,rain,nan
69,58,11,2019-06-02,partly-cloudy-night,nan
3724,1713,2011,2019-05-11,clear-day,nan
755,387,368,2019-06-20,cloudy,nan
156,82,74,2019-06-14,clear-day,nan
1,0,1,2019-12-23,clear-night,Christmas Eve
0,0,0,2019-06-17,cloudy,nan
9,8,1,2019-01-23,partly-cloudy-night,nan
22,19,3,2019-06-02,partly-cloudy-night,nan
1515,758,757,2019-07-23,cloudy,nan
56,38,18,2019-05-21,partly-cloudy-night,nan
5,0,5,2019-11-11,clear-night,nan
3,2,1,2019-01-06,partly-cloudy-night,nan
18,7,11,2019-07-22,rain,nan
0,0,0,2019-04-25,clear-night,nan
2963,1253,1710,2019-10-05,clear-day,nan
40,39,1,2019-09-22,clear-night,nan
2342,958,1384,2019-05-02,partly-cloudy-day,nan
1,1,0,2019-12-26,partly-cloudy-night,nan
1432,804,628,2019-06-17,partly-cloudy-day,nan
335,161,174,2019-05-07,partly-cloudy-night,nan
355,159,196,2019-08-09,clear-day,nan
176,81,95,2019-03-14,partly-cloudy-night,nan
0,0,0,2019-11-25,clear-night,nan
2584,989,1595,2019-11-10,partly-cloudy-day,nan
1,0,1,2019-11-22,clear-night,nan
295,126,169,2019-09-13,partly-cloudy-day,nan
1824,864,960,2019-10-24,clear-day,nan
47,28,19,2019-06-21,rain,nan
376,161,215,2019-03-19,partly-cloudy-day,nan
8,5,3,2019-01-21,clear-night,Martin Luther King Jr. Day
946,468,478,2019-06-25,partly-cloudy-day,nan
2194,1037,1157,2019-07-08,partly-cloudy-day,nan
1,0,1,2019-04-02,clear-night,nan
117,55,62,2019-05-13,cloudy,nan
98,60,38,2019-12-02,snow,nan
2231,1203,1028,2019-12-31,cloudy,New Year's Eve
1323,590,733,2019-02-18,cloudy,Presidents' Day (regional holiday)
220,100,120,2019-03-25,partly-cloudy-day,nan
2214,1187,1027,2019-10-23,clear-day,nan
0,0,0,2019-02-03,clear-night,nan
3,1,2,2019-12-15,partly-cloudy-night,nan
2468,1117,1351,2019-04-07,clear-day,nan
2534,1194,1340,2019-05-24,partly-cloudy-day,nan
3,0,3,2019-12-28,clear-night,nan
115,111,4,2019-12-20,clear-night,nan
33,33,0,2019-12-21,clear-night,nan
4,3,1,2019-01-30,clear-night,nan
24,0,24,2019-04-13,rain,nan
1664,964,700,2019-09-11,partly-cloudy-day,nan
0,0,0,2019-05-20,rain,nan
44,36,8,2019-05-03,cloudy,nan
1892,888,1004,2019-11-16,clear-day,nan
206,95,111,2019-10-08,cloudy,nan
0,0,0,2019-02-23,clear-night,nan
0,0,0,2019-03-31,clear-night,nan
3006,1600,1406,2019-08-10,clear-day,nan
11,9,2,2019-11-08,clear-night,nan
266,119,147,2019-10-05,clear-night,nan
2,1,1,2019-08-08,partly-cloudy-night,nan
159,71,88,2019-07-13,clear-day,nan
0,0,0,2019-11-03,nan,Daylight Saving Time ends
1236,625,611,2019-04-12,cloudy,nan
83,82,1,2019-12-12,clear-night,nan
447,156,291,2019-09-25,clear-day,nan
1494,767,727,2019-12-14,cloudy,nan
1749,972,777,2019-08-03,partly-cloudy-day,nan
0,0,0,2019-11-28,partly-cloudy-night,Thanksgiving Day
0,0,0,2019-03-20,clear-night,nan
6,3,3,2019-04-24,partly-cloudy-night,nan
1026,465,561,2019-01-20,partly-cloudy-day,nan
2039,880,1159,2019-08-26,partly-cloudy-day,nan
2504,1191,1313,2019-05-31,partly-cloudy-day,nan
442,263,179,2019-02-21,partly-cloudy-day,nan
1998,1019,979,2019-09-29,partly-cloudy-day,nan
237,97,140,2019-06-28,partly-cloudy-day,nan
2749,1473,1276,2019-10-13,partly-cloudy-day,nan
0,0,0,2019-11-08,partly-cloudy-night,nan
2044,958,1086,2019-06-07,clear-day,nan
356,166,190,2019-07-22,partly-cloudy-day,nan
1,0,1,2019-07-05,clear-night,nan
6,4,2,2019-02-03,clear-night,nan
90,38,52,2019-02-25,partly-cloudy-day,nan
2000,1018,982,2019-10-04,partly-cloudy-day,nan
37,14,23,2019-06-03,clear-night,nan
0,0,0,2019-07-10,clear-night,nan
183,96,87,2019-09-11,partly-cloudy-night,nan
2251,1083,1168,2019-07-13,clear-day,nan
48,44,4,2019-12-15,clear-night,nan
6,3,3,2019-08-27,clear-night,nan
1,0,1,2019-04-14,partly-cloudy-night,nan
0,0,0,2019-08-04,clear-night,nan
981,669,312,2019-04-20,rain,nan
59,58,1,2019-10-25,partly-cloudy-night,nan
302,120,182,2019-04-01,clear-day,nan
1558,689,869,2019-02-22,cloudy,nan
0,0,0,2019-01-30,partly-cloudy-night,nan
3,1,2,2019-06-19,cloudy,nan
1365,850,515,2019-08-25,partly-cloudy-day,nan
5,0,5,2019-03-21,rain,nan
2116,962,1154,2019-05-16,partly-cloudy-day,nan
22,20,2,2019-03-24,clear-night,nan
1526,918,608,2019-06-09,clear-day,nan
0,0,0,2019-11-06,clear-night,nan
2483,1406,1077,2019-04-13,cloudy,nan
0,0,0,2019-12-09,cloudy,nan
2,1,1,2019-09-18,clear-night,nan
43,19,24,2019-05-23,rain,nan
379,179,200,2019-03-15,partly-cloudy-day,nan
1,0,1,2019-02-25,clear-night,nan
13,5,8,2019-05-11,cloudy,nan
71,35,36,2019-10-27,rain,nan
5,0,5,2019-08-04,rain,nan
24,7,17,2019-06-28,partly-cloudy-night,nan
0,0,0,2019-02-01,clear-night,nan
4,0,4,2019-02-08,cloudy,nan
10,6,4,2019-09-30,cloudy,nan
2,1,1,2019-05-26,cloudy,nan
559,390,169,2019-10-06,cloudy,nan
294,134,160,2019-12-16,cloudy,nan
9,2,7,2019-06-26,partly-cloudy-night,nan
1055,491,564,2019-07-28,clear-day,nan
1442,797,645,2019-05-29,cloudy,nan
2977,1434,1543,2019-10-19,clear-day,nan
184,40,144,2019-03-10,rain,Daylight Saving Time starts
1948,835,1113,2019-04-18,cloudy,nan
582,305,277,2019-10-09,rain,nan
1079,482,597,2019-10-22,cloudy,nan
82,0,82,2019-05-01,cloudy,nan
0,0,0,2019-11-24,clear-night,nan
381,219,162,2019-02-09,clear-day,nan
1112,513,599,2019-11-07,cloudy,nan
10,7,3,2019-05-19,clear-night,nan
51,35,16,2019-08-29,clear-night,nan
42,41,1,2019-09-22,clear-night,nan
2589,1060,1529,2019-08-04,partly-cloudy-day,nan
98,94,4,2019-09-12,rain,nan
168,67,101,2019-02-14,cloudy,Valentine's Day
107,44,63,2019-08-26,partly-cloudy-night,nan
1026,568,458,2019-09-23,partly-cloudy-day,nan
782,455,327,2019-12-27,partly-cloudy-day,nan
1131,651,480,2019-03-23,partly-cloudy-day,nan
658,331,327,2019-11-18,cloudy,nan
311,134,177,2019-08-23,partly-cloudy-night,nan
2446,1107,1339,2019-04-29,clear-day,nan
1,0,1,2019-01-15,clear-night,nan
2064,991,1073,2019-10-11,cloudy,nan
202,109,93,2019-11-30,clear-night,nan
9,6,3,2019-07-04,clear-day,Independence Day
0,0,0,2019-05-30,cloudy,nan
51,34,17,2019-10-15,clear-night,nan
2,0,2,2019-03-27,clear-night,nan
57,0,57,2019-12-08,clear-night,nan
387,201,186,2019-01-23,cloudy,nan
692,364,328,2019-02-26,clear-day,nan
204,104,100,2019-01-07,clear-day,nan
1771,762,1009,2019-11-29,clear-day,Black Friday
812,390,422,2019-03-31,partly-cloudy-day,nan
2615,1338,1277,2019-07-27,partly-cloudy-day,nan
2292,969,1323,2019-10-14,clear-day,Columbus Day (regional holiday)
52,50,2,2019-11-19,partly-cloudy-night,nan
9,4,5,2019-03-04,partly-cloudy-night,nan
68,0,68,2019-02-20,cloudy,nan
86,75,11,2019-02-08,clear-night,nan
301,121,180,2019-06-12,clear-day,nan
43,16,27,2019-06-04,clear-night,nan
439,183,256,2019-08-05,partly-cloudy-day,nan
390,129,261,2019-04-09,cloudy,nan
2576,1198,1378,2019-10-04,partly-cloudy-day,nan
542,279,263,2019-07-18,rain,nan
184,54,130,2019-03-02,cloudy,nan
3587,1955,1632,2019-12-31,partly-cloudy-day,New Year's Eve
55,50,5,2019-10-28,partly-cloudy-night,nan
1799,852,947,2019-08-14,cloudy,nan
4,1,3,2019-01-28,clear-night,nan
10,7,3,2019-09-09,partly-cloudy-night,nan
2044,912,1132,2019-05-17,partly-cloudy-day,nan
194,71,123,2019-04-18,cloudy,nan
34,33,1,2019-12-12,clear-night,nan
235,100,135,2019-11-05,cloudy,nan
77,67,10,2019-07-25,clear-night,nan
1325,633,692,2019-02-04,clear-day,nan
47,0,47,2019-11-13,clear-night,nan
1182,682,500,2019-05-21,clear-day,nan
143,80,63,2019-11-24,rain,nan
7,3,4,2019-01-08,cloudy,nan
1429,698,731,2019-02-15,partly-cloudy-day,nan
89,69,20,2019-01-17,partly-cloudy-night,nan
73,72,1,2019-10-20,rain,nan
22,9,13,2019-05-19,partly-cloudy-night,nan
152,152,0,2019-02-19,clear-night,nan
2728,1228,1500,2019-11-23,clear-day,nan
1945,995,950,2019-09-13,partly-cloudy-day,nan
491,269,222,2019-06-18,cloudy,nan
3388,1304,2084,2019-10-26,partly-cloudy-day,nan
1195,641,554,2019-03-14,partly-cloudy-day,nan
204,87,117,2019-05-10,cloudy,nan
431,234,197,2019-02-07,cloudy,nan
247,175,72,2019-01-08,cloudy,nan
65,53,12,2019-09-17,clear-night,nan
1906,873,1033,2019-07-19,partly-cloudy-day,nan
1286,640,646,2019-03-18,clear-day,nan
1500,596,904,2019-06-09,clear-day,nan
381,128,253,2019-04-03,clear-day,nan
2110,1181,929,2019-10-20,partly-cloudy-day,nan
1582,850,732,2019-10-01,clear-day,nan
25,18,7,2019-06-30,partly-cloudy-night,nan
672,316,356,2019-05-15,partly-cloudy-day,nan
85,63,22,2019-06-01,clear-night,nan
38,32,6,2019-04-08,clear-night,nan
1629,715,914,2019-05-20,partly-cloudy-day,nan
1920,1011,909,2019-08-06,partly-cloudy-day,nan
1353,727,626,2019-09-27,clear-day,nan
745,396,349,2019-02-11,cloudy,nan
0,0,0,2019-08-28,partly-cloudy-night,nan
1,0,1,2019-10-16,clear-night,nan
1301,692,609,2019-05-28,cloudy,nan
2451,1212,1239,2019-04-24,clear-day,nan
41,40,1,2019-11-27,cloudy,Thanksgiving Day
710,349,361,2019-05-04,partly-cloudy-night,Cinco de Mayo
1915,1195,720,2019-06-01,clear-day,nan
3351,1561,1790,2019-06-22,partly-cloudy-day,nan
83,51,32,2019-03-27,clear-night,nan
58,34,24,2019-08-07,rain,nan
2,1,1,2019-09-07,cloudy,nan
1521,697,824,2019-09-18,partly-cloudy-day,nan
382,152,230,2019-10-22,cloudy,nan
14,13,1,2019-10-15,clear-night,nan
46,39,7,2019-06-06,clear-night,nan
292,108,184,2019-04-12,cloudy,nan
1280,771,509,2019-06-16,partly-cloudy-day,Father's Day
219,122,97,2019-03-21,rain,nan
919,355,564,2019-04-14,cloudy,nan
33,23,10,2019-02-21,clear-night,nan
1661,844,817,2019-08-13,partly-cloudy-day,nan
1,0,1,2019-12-03,clear-night,nan
22,0,22,2019-02-16,clear-night,nan
0,0,0,2019-11-15,clear-night,nan
0,0,0,2019-04-26,partly-cloudy-night,nan
0,0,0,2019-06-13,partly-cloudy-night,nan
0,0,0,2019-09-19,clear-night,nan
0,0,0,2019-04-17,cloudy,nan
2159,978,1181,2019-08-17,partly-cloudy-day,nan
33,22,11,2019-03-16,clear-night,nan
10,0,10,2019-12-13,rain,nan
44,10,34,2019-05-26,partly-cloudy-night,Memorial Day
184,143,41,2019-01-02,partly-cloudy-night,nan
159,74,85,2019-05-05,rain,Cinco de Mayo
357,222,135,2019-07-07,cloudy,nan
275,104,171,2019-09-05,partly-cloudy-day,nan
817,372,445,2019-04-03,clear-day,nan
3,2,1,2019-02-27,cloudy,nan
18,0,18,2019-10-22,rain,nan
997,447,550,2019-03-07,cloudy,nan
1879,898,981,2019-08-02,partly-cloudy-day,nan
35,34,1,2019-12-22,clear-night,nan
50,43,7,2019-08-18,partly-cloudy-night,nan
566,277,289,2019-05-16,partly-cloudy-day,nan
1,0,1,2019-07-02,clear-night,nan
13,6,7,2019-06-19,cloudy,nan
0,0,0,2019-02-02,clear-day,nan
1,1,0,2019-03-02,cloudy,nan
394,174,220,2019-10-14,cloudy,Columbus Day (regional holiday)
1642,942,700,2019-06-27,partly-cloudy-day,nan
1383,792,591,2019-11-09,clear-day,nan
17,9,8,2019-09-23,partly-cloudy-night,nan
724,334,390,2019-01-30,clear-day,nan
3,2,1,2019-10-14,clear-night,nan
680,408,272,2019-12-24,clear-day,Christmas Eve
0,0,0,2019-03-26,clear-night,nan
0,0,0,2019-02-05,clear-night,nan
1158,657,501,2019-05-27,clear-day,Memorial Day
248,141,107,2019-01-18,cloudy,nan
10,3,7,2019-01-02,partly-cloudy-night,nan
8,0,8,2019-10-03,rain,nan
556,294,262,2019-08-28,cloudy,nan
1,0,1,2019-11-19,cloudy,nan
1967,1103,864,2019-08-05,partly-cloudy-day,nan
429,197,232,2019-10-25,clear-day,nan
30,0,30,2019-12-05,clear-night,nan
10,1,9,2019-07-14,clear-night,nan
1601,728,873,2019-10-29,cloudy,nan
1580,705,875,2019-02-10,clear-day,nan
40,38,2,2019-02-06,rain,nan
1303,715,588,2019-07-12,partly-cloudy-day,nan
1674,734,940,2019-05-09,cloudy,nan
786,430,356,2019-06-07,clear-day,nan
868,369,499,2019-02-13,partly-cloudy-day,nan
0,0,0,2019-08-17,cloudy,nan
354,149,205,2019-10-02,partly-cloudy-day,nan
942,628,314,2019-09-08,partly-cloudy-day,nan
9,1,8,2019-01-13,cloudy,nan
24,15,9,2019-12-10,cloudy,nan
1143,662,481,2019-09-04,partly-cloudy-day,nan
3,3,0,2019-03-09,cloudy,nan
2,0,2,2019-11-19,rain,nan
1231,438,793,2019-05-18,clear-day,nan
954,496,458,2019-03-25,cloudy,nan
1186,529,657,2019-10-29,cloudy,nan
2057,878,1179,2019-10-15,clear-day,nan
1917,950,967,2019-03-22,partly-cloudy-day,nan
2036,1039,997,2019-06-14,partly-cloudy-day,nan
0,0,0,2019-07-20,clear-night,nan
1410,622,788,2019-06-21,clear-day,nan
120,77,43,2019-03-10,cloudy,Daylight Saving Time starts
0,0,0,2019-11-02,clear-night,nan
1458,836,622,2019-06-05,partly-cloudy-day,nan
3022,1373,1649,2019-08-31,partly-cloudy-day,nan
1701,862,839,2019-08-27,partly-cloudy-day,nan
1153,601,552,2019-09-05,partly-cloudy-day,nan
717,367,350,2019-03-10,rain,Daylight Saving Time starts
0,0,0,2019-03-22,rain,nan
1588,726,862,2019-07-30,partly-cloudy-day,nan
1195,680,515,2019-08-29,clear-day,nan
20,19,1,2019-12-19,partly-cloudy-night,nan
5,0,5,2019-12-28,clear-night,nan
3,0,3,2019-12-10,cloudy,nan
110,53,57,2019-05-01,cloudy,nan
1292,543,749,2019-07-24,partly-cloudy-day,nan
16,13,3,2019-09-03,clear-night,nan
565,281,284,2019-12-05,partly-cloudy-day,nan
1118,503,615,2019-02-26,partly-cloudy-day,nan
1368,631,737,2019-03-08,partly-cloudy-day,nan
2,1,1,2019-11-03,clear-night,nan
92,65,27,2019-02-27,cloudy,nan
2007,925,1082,2019-05-17,partly-cloudy-day,nan
1985,1235,750,2019-05-25,clear-day,nan
42,17,25,2019-08-09,partly-cloudy-night,nan
27,12,15,2019-06-24,partly-cloudy-night,nan
951,446,505,2019-01-13,partly-cloudy-day,nan
1621,776,845,2019-12-29,cloudy,nan
1288,755,533,2019-06-12,clear-day,nan
1076,577,499,2019-03-28,partly-cloudy-day,nan
0,0,0,2019-12-07,clear-night,nan
55,37,18,2019-11-24,rain,nan
494,225,269,2019-05-11,partly-cloudy-night,Mother's Day
12,3,9,2019-06-17,partly-cloudy-night,nan
1104,631,473,2019-06-22,clear-day,nan
15,13,2,2019-03-13,clear-night,nan
1559,800,759,2019-03-03,partly-cloudy-day,nan
28,27,1,2019-11-02,partly-cloudy-night,Daylight Saving Time ends
1388,636,752,2019-12-20,clear-day,nan
192,56,136,2019-01-14,partly-cloudy-day,nan
2541,1098,1443,2019-06-08,partly-cloudy-day,nan
118,87,31,2019-09-22,clear-night,nan
1564,721,843,2019-04-01,clear-day,nan
394,187,207,2019-10-09,cloudy,nan
3371,2061,1310,2019-12-28,clear-day,nan
127,61,66,2019-01-24,rain,nan
2122,1152,970,2019-09-20,clear-day,nan
15,12,3,2019-07-11,cloudy,nan
197,99,98,2019-12-01,partly-cloudy-day,nan
0,0,0,2019-02-26,clear-night,nan
4,0,4,2019-12-14,rain,nan
1486,838,648,2019-09-02,partly-cloudy-day,Labor Day
121,63,58,2019-09-12,partly-cloudy-night,nan
0,0,0,2019-12-23,clear-night,nan
71,46,25,2019-04-15,partly-cloudy-night,nan
2059,1284,775,2019-12-29,partly-cloudy-day,nan
2,1,1,2019-04-11,clear-night,nan
129,63,66,2019-12-21,partly-cloudy-night,nan
305,158,147,2019-07-18,cloudy,nan
1993,1001,992,2019-07-26,partly-cloudy-day,nan
284,114,170,2019-11-20,partly-cloudy-day,nan
0,0,0,2019-03-28,clear-night,nan
1613,581,1032,2019-04-28,cloudy,nan
1089,539,550,2019-03-05,clear-day,nan
14,14,0,2019-03-23,clear-night,nan
3,2,1,2019-09-28,clear-night,nan
731,418,313,2019-07-14,clear-day,nan
1,0,1,2019-06-30,clear-night,nan
1585,633,952,2019-04-28,cloudy,nan
4,0,4,2019-06-23,clear-night,nan
1,1,0,2019-01-19,clear-night,nan
2362,1123,1239,2019-08-08,partly-cloudy-day,nan
0,0,0,2019-03-17,clear-night,St. Patrick's Day
152,40,112,2019-10-03,rain,nan
2100,952,1148,2019-06-11,clear-day,nan
2155,937,1218,2019-06-11,clear-day,nan
21,0,21,2019-03-31,clear-night,nan
2991,1336,1655,2019-01-02,partly-cloudy-day,nan
1263,621,642,2019-08-28,cloudy,nan
101,34,67,2019-03-21,cloudy,nan
0,0,0,2019-09-20,clear-night,nan
99,54,45,2019-03-05,clear-night,nan
22,21,1,2019-11-26,clear-night,nan
1318,662,656,2019-02-22,clear-day,nan
1,0,1,2019-07-12,cloudy,nan
1,0,1,2019-03-12,clear-night,nan
2370,1136,1234,2019-10-21,clear-day,nan
2,0,2,2019-07-26,clear-night,nan
2553,1281,1272,2019-04-16,clear-day,nan
2606,1182,1424,2019-09-15,partly-cloudy-day,nan
3,2,1,2019-10-27,partly-cloudy-night,nan
510,254,256,2019-12-09,rain,nan
111,50,61,2019-11-13,clear-day,nan
1,0,1,2019-07-06,cloudy,nan
0,0,0,2019-04-11,clear-night,nan
1,0,1,2019-02-21,cloudy,nan
2590,1196,1394,2019-03-09,clear-day,nan
33,27,6,2019-03-03,cloudy,nan
94,93,1,2019-05-30,rain,nan
1,0,1,2019-01-02,partly-cloudy-night,nan
58,32,26,2019-02-22,clear-night,nan
2231,1080,1151,2019-06-03,clear-day,nan
2138,950,1188,2019-11-01,clear-day,nan
24,8,16,2019-07-18,cloudy,nan
81,0,81,2019-11-14,clear-night,nan
8,5,3,2019-08-23,cloudy,nan
1559,710,849,2019-04-30,cloudy,nan
4,2,2,2019-11-30,clear-night,nan
11,7,4,2019-07-07,partly-cloudy-night,nan
430,166,264,2019-07-29,clear-day,nan
8,5,3,2019-06-27,clear-night,nan
4,1,3,2019-08-12,clear-night,nan
2134,922,1212,2019-08-30,clear-day,nan
2702,1160,1542,2019-08-11,partly-cloudy-day,nan
1855,851,1004,2019-03-20,clear-day,nan
1385,899,486,2019-12-25,clear-day,Christmas Day
4,3,1,2019-11-04,clear-night,nan
1961,764,1197,2019-08-19,clear-day,nan
1733,974,759,2019-07-02,partly-cloudy-day,nan
0,0,0,2019-01-28,clear-night,nan
1852,775,1077,2019-12-24,clear-day,Christmas Eve
9,7,2,2019-05-04,partly-cloudy-night,nan
410,224,186,2019-01-11,clear-night,nan
1805,872,933,2019-10-07,partly-cloudy-day,nan
527,269,258,2019-11-04,partly-cloudy-night,nan
56,54,2,2019-12-07,clear-night,nan
145,66,79,2019-11-09,clear-day,nan
2,0,2,2019-06-09,clear-night,nan
0,0,0,2019-06-12,clear-night,nan
723,420,303,2019-08-20,partly-cloudy-day,nan
64,55,9,2019-07-13,clear-night,nan
3894,1604,2290,2019-04-21,cloudy,Easter Sunday
5,2,3,2019-01-17,clear-night,nan
27,24,3,2019-03-09,clear-night,nan
447,164,283,2019-05-16,partly-cloudy-day,nan
3,0,3,2019-01-03,cloudy,nan
14,12,2,2019-02-13,clear-night,nan
912,410,502,2019-02-28,partly-cloudy-day,nan
0,0,0,2019-01-31,clear-night,nan
1035,465,570,2019-06-26,clear-day,nan
1741,741,1000,2019-05-14,cloudy,nan
3,3,0,2019-09-06,partly-cloudy-night,nan
38,36,2,2019-12-25,clear-night,Christmas Day
0,0,0,2019-07-09,clear-night,nan
1609,877,732,2019-05-24,clear-day,nan
16,12,4,2019-08-29,partly-cloudy-night,nan
85,80,5,2019-05-16,clear-night,nan
0,0,0,2019-07-04,clear-night,nan
2219,1039,1180,2019-02-23,clear-day,nan
855,400,455,2019-10-29,rain,nan
1190,436,754,2019-11-21,clear-day,nan
48,26,22,2019-05-15,partly-cloudy-night,nan
1023,610,413,2019-07-09,clear-day,nan
1109,474,635,2019-11-14,cloudy,nan
4008,1994,2014,2019-01-01,partly-cloudy-day,New Year's Day
10,6,4,2019-10-09,cloudy,nan
0,0,0,2019-03-13,clear-night,nan
35,20,15,2019-08-15,cloudy,nan
0,0,0,2019-10-15,clear-night,nan
1597,686,911,2019-08-21,rain,nan
3308,1434,1874,2019-06-15,partly-cloudy-day,nan
3166,1165,2001,2019-04-19,partly-cloudy-day,nan
1,0,1,2019-04-08,cloudy,nan
2276,987,1289,2019-05-02,clear-day,nan
1323,689,634,2019-07-08,rain,nan
1,0,1,2019-06-14,cloudy,nan
0,0,0,2019-05-14,cloudy,nan
1,0,1,2019-10-31,rain,Halloween
38,26,12,2019-05-07,cloudy,nan
0,0,0,2019-12-21,clear-night,nan
5,0,5,2019-07-01,clear-night,nan
160,158,2,2019-01-24,partly-cloudy-night,nan
75,35,40,2019-10-31,rain,Halloween
1271,635,636,2019-07-17,partly-cloudy-day,nan
67,61,6,2019-11-26,clear-night,nan
1180,613,567,2019-05-23,rain,nan
1,1,0,2019-08-10,clear-night,nan
656,329,327,2019-07-22,rain,nan
5,0,5,2019-07-24,cloudy,nan
2,0,2,2019-10-01,cloudy,nan
1,0,1,2019-09-18,clear-night,nan
2612,1150,1462,2019-03-16,partly-cloudy-day,nan
1139,534,605,2019-03-01,cloudy,nan
1254,479,775,2019-06-01,clear-day,nan
1734,787,947,2019-10-30,cloudy,nan
28,21,7,2019-04-24,clear-night,nan
81,39,42,2019-04-28,partly-cloudy-night,nan
0,0,0,2019-07-10,partly-cloudy-night,nan
84,0,84,2019-11-17,cloudy,nan
2090,849,1241,2019-03-24,clear-day,nan
166,60,106,2019-07-04,clear-day,Independence Day
9,9,0,2019-03-26,clear-night,nan
1898,979,919,2019-05-17,partly-cloudy-day,nan
813,358,455,2019-01-08,cloudy,nan
6,5,1,2019-12-20,clear-night,nan
1000,562,438,2019-09-09,partly-cloudy-day,nan
1890,878,1012,2019-09-09,partly-cloudy-day,nan
0,0,0,2019-11-23,clear-night,nan
1803,851,952,2019-11-17,cloudy,nan
2224,1286,938,2019-04-23,clear-day,nan
1066,587,479,2019-09-30,partly-cloudy-day,nan
276,108,168,2019-03-15,partly-cloudy-day,nan
3912,2279,1633,2019-05-11,clear-day,nan
1714,793,921,2019-07-26,partly-cloudy-day,nan
0,0,0,2019-12-18,partly-cloudy-night,nan
0,0,0,2019-03-11,clear-night,nan
2,0,2,2019-02-24,rain,nan
0,0,0,2019-11-06,partly-cloudy-night,nan
0,0,0,2019-09-03,clear-night,nan
1769,802,967,2019-06-19,cloudy,nan
439,191,248,2019-05-10,partly-cloudy-night,nan
0,0,0,2019-04-22,clear-night,Easter Monday
293,99,194,2019-11-05,cloudy,nan
0,0,0,2019-01-30,clear-night,nan
1,0,1,2019-12-04,clear-night,nan
109,96,13,2019-06-22,clear-night,nan
229,154,75,2019-12-09,rain,nan
122,53,69,2019-09-30,cloudy,nan
1125,617,508,2019-09-19,clear-day,nan
1438,740,698,2019-04-08,cloudy,nan
1731,768,963,2019-07-15,partly-cloudy-day,nan
0,0,0,2019-08-09,partly-cloudy-night,nan
0,0,0,2019-02-02,partly-cloudy-day,nan
12,8,4,2019-05-07,rain,nan
1943,1052,891,2019-06-03,clear-day,nan
25,19,6,2019-09-11,partly-cloudy-night,nan
65,61,4,2019-07-03,clear-night,Independence Day
152,69,83,2019-05-20,partly-cloudy-day,nan
3,2,1,2019-08-28,partly-cloudy-night,nan
